STEM_Student_ID,NOTIONAL_NVQ_LEVEL_CODE,LEARNING_AIM_TYPE_DESC,PLP main qual type
10079736,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079737,3,Access to Higher Education Diploma (from 2007),Access to HE
10079738,X,Other,Entry Level 3
10079745,1,Diploma,All other graded level 1 quals
10079746,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10079747,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10079749,1,Diploma,All other graded level 1 quals
10079756,2,Diploma,All other graded level 2 quals
10079757,3,Diploma,All other graded level 3 quals
10079759,2,Diploma,All other graded level 2 quals
10079767,3,Access to Higher Education Diploma (from 2007),Access to HE
10079769,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079770,3,Diploma,All other graded level 3 quals
10079773,X,Other,Entry Level 3
10079776,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10079777,3,Access to Higher Education Diploma (from 2007),Access to HE
10079778,2,Diploma,All other graded level 2 quals
10079779,3,Diploma,All other graded level 3 quals
10079782,2,NVQ,NVQ Level 2
10079783,1,Diploma,All other graded level 1 quals
10079785,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079786,3,GCE AS level,A Levels
10079787,2,Diploma,CACHE Level 2
10079788,3,Access to Higher Education Diploma (from 2007),Access to HE
10079792,X,Other,Entry Level 3
10079802,2,Certificate,All other graded level 2 quals
10079807,3,GCE AS level,A Levels
10079809,2,Diploma,All other graded level 2 quals
10079811,3,Diploma,CACHE Dip
10079812,1,Certificate,All other graded level 1 quals
10079824,3,Diploma,All other graded level 3 quals
10079829,1,Certificate,Cache Level 1
10079835,2,Diploma,All other graded level 2 quals
10079837,1,Diploma,All other graded level 1 quals
10079838,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10079859,3,Diploma,All other graded level 3 quals
10079865,2,Certificate,All other graded level 2 quals
10079870,3,Diploma,All other graded level 3 quals
10079871,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079873,1,Other,All other graded level 1 quals
10079885,3,Access to Higher Education Diploma (from 2007),Access to HE
10079889,2,Diploma,All other graded level 2 quals
10079890,3,GCE A2 Level,A Levels
10079895,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10079896,2,Certificate,All other graded level 2 quals
10079900,E,Certificate,Entry Level 2
10079901,2,Diploma,All other graded level 2 quals
10079908,2,Certificate,All other graded level 2 quals
10079916,X,Other,Entry Level 3
10079917,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079922,3,Diploma,CACHE Dip
10079924,1,Certificate,Cache Level 1
10079929,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079930,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10079931,1,Diploma,All other graded level 1 quals
10079940,2,Certificate,All other graded level 2 quals
10079947,3,GCE AS level,A Levels
10079951,X,Non Council funded studies,Level 4 and above
10079952,4,HNC,Level 4 and above
10079953,2,Diploma,All other graded level 2 quals
10079957,2,First Diploma,BTEC First Dip
10079963,1,Diploma,All other graded level 1 quals
10079968,3,Diploma,All other graded level 3 quals
10079969,3,Diploma,All other graded level 3 quals
10079970,E,Certificate,Entry Level 3
10079980,2,Certificate,All other graded level 2 quals
10079981,H,HNC,Level 4 and above
10079984,2,Diploma,All other graded level 2 quals
10079993,1,Diploma,All other graded level 1 quals
10079998,3,Access to Higher Education Diploma (from 2007),Access to HE
10079999,E,Certificate,Entry Level 1
10080001,3,GCE AS level,A Levels
10080004,1,Certificate,All other graded level 1 quals
10080005,2,Certificate,All other graded level 2 quals
10080007,X,Non Council funded studies,Level 4 and above
10080018,5,Diploma,Level 4 and above
10080038,4,Other,Level 4 and above
10080042,2,Diploma,All other graded level 2 quals
10080056,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080062,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080064,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080066,H,HNC,Level 4 and above
10080069,2,Diploma,All other graded level 2 quals
10080072,2,Diploma,All other graded level 2 quals
10080074,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080075,3,Access to Higher Education Diploma (from 2007),Access to HE
10080086,E,Certificate,Entry Level 3
10080088,E,Certificate,Entry Level 1
10080099,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080100,X,Non Council funded studies,Unknown
10080105,X,Non Council funded studies,Unknown
10080107,X,Non Council funded studies,Unknown
10080109,E,Certificate,Entry Level 3
10080110,X,Non Council funded studies,Unknown
10080112,2,Certificate,All other graded level 2 quals
10080115,3,Diploma,All other graded level 3 quals
10080117,3,GCE AS level,A Levels
10080119,2,Diploma,YUP
10080122,3,Access to Higher Education Diploma (from 2007),Access to HE
10080123,2,Diploma,All other graded level 2 quals
10080124,3,Access to Higher Education Diploma (from 2007),Access to HE
10080130,3,GCE AS level,A Levels
10080131,2,Diploma,CACHE Level 2
10080135,2,Certificate,All other graded level 2 quals
10080154,1,Diploma,Cache Level 1
10080159,E,Certificate,Entry Level 2
10080160,1,Certificate,All other graded level 1 quals
10080163,2,Diploma,All other graded level 2 quals
10080164,1,Diploma,All other graded level 1 quals
10080165,2,Certificate,All other graded level 2 quals
10080166,4,Diploma,Level 4 and above
10080167,4,HNC,Level 4 and above
10080184,2,Diploma,All other graded level 2 quals
10080188,3,GCE AS level,A Levels
10080189,3,GCE AS level,A Levels
10080190,X,Non Council funded studies,Level 4 and above
10080192,X,Non Council funded studies,Level 4 and above
10080194,3,Diploma,All other graded level 3 quals
10080199,X,Non Council funded studies,Level 4 and above
10080202,X,Non Council funded studies,Level 4 and above
10080207,X,Non Council funded studies,Level 4 and above
10080208,X,Non Council funded studies,Unknown
10080211,X,Non Council funded studies,Unknown
10080213,3,GCE AS level,A Levels
10080216,3,Diploma,CACHE Dip
10080222,2,Certificate,All other graded level 2 quals
10080223,E,Certificate,Entry Level 1
10080228,1,Diploma,All other graded level 1 quals
10080233,1,Certificate,All other graded level 1 quals
10080234,E,Certificate,Entry Level 3
10080238,E,Certificate,Entry Level 2
10080241,E,Certificate,Entry Level 1
10080242,3,Diploma,CACHE Dip
10080252,2,Diploma,FDN Access
10080256,2,Certificate,All other graded level 2 quals
10080259,3,Certificate,All other graded level 3 quals
10080260,3,Certificate,All other graded level 3 quals
10080262,3,GCE AS level,A Levels
10080269,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080275,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080276,E,Certificate,Entry Level 3
10080278,2,Certificate,All other graded level 2 quals
10080280,1,Diploma,All other graded level 1 quals
10080282,H,HNC,Level 4 and above
10080283,2,Certificate,All other graded level 2 quals
10080284,2,Certificate,All other graded level 2 quals
10080285,3,GCE AS level,A Levels
10080286,1,Certificate,Cache Level 1
10080287,5,Diploma,Level 4 and above
10080293,3,Access to Higher Education Diploma (from 2007),Access to HE
10080297,2,Certificate,All other graded level 2 quals
10080300,2,GCSE,GCSEs
10080303,X,Non Council funded studies,Level 4 and above
10080309,2,Certificate,All other graded level 2 quals
10080314,X,Non Council funded studies,Unknown
10080315,X,Non Council funded studies,Unknown
10080325,3,Diploma,All other graded level 3 quals
10080337,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080339,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080349,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080350,3,GCE AS level,A Levels
10080351,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080352,1,Diploma,All other graded level 1 quals
10080366,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080368,3,Diploma,All other graded level 3 quals
10080370,2,Diploma,All other graded level 2 quals
10080371,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080372,2,Diploma,All other graded level 2 quals
10080373,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080375,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080376,H,HNC,Level 4 and above
10080379,X,Other,Entry Level 3
10080380,2,Certificate,All other graded level 2 quals
10080382,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080383,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080386,X,Non Council funded studies,Level 4 and above
10080388,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080389,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080392,2,Certificate,All other graded level 2 quals
10080395,2,GCSE,GCSEs
10080396,3,Certificate,YUP
10080397,3,Certificate,Technical Certificate Level 3
10080398,2,Certificate,All other graded level 2 quals
10080402,2,Diploma,All other graded level 2 quals
10080405,2,Diploma,All other graded level 2 quals
10080406,3,Diploma,All other graded level 3 quals
10080412,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080416,3,Diploma,All other graded level 3 quals
10080420,2,Certificate,All other graded level 2 quals
10080456,X,Non Council funded studies,Level 4 and above
10080458,X,Non Council funded studies,Level 4 and above
10080459,1,Diploma,All other graded level 1 quals
10080460,2,Certificate,All other graded level 2 quals
10080465,X,Non Council funded studies,Level 4 and above
10080473,E,Certificate,Entry Level 1
10080474,2,Certificate,All other graded level 2 quals
10080475,X,Non Council funded studies,Level 4 and above
10080476,3,GCE AS level,A Levels
10080478,1,Certificate,All other graded level 1 quals
10080479,3,Diploma,All other graded level 3 quals
10080480,3,Access to Higher Education Diploma (from 2007),Access to HE
10080481,X,Non Council funded studies,Level 4 and above
10080482,2,Diploma,All other graded level 2 quals
10080483,2,Diploma,All other graded level 2 quals
10080485,E,Certificate,Entry Level 3
10080492,1,Certificate,All other graded level 1 quals
10080496,E,Certificate,Entry Level 3
10080498,E,Certificate,Entry Level 3
10080504,H,HNC,Level 4 and above
10080507,3,Diploma,All other graded level 3 quals
10080510,1,Diploma,All other graded level 1 quals
10080513,3,GCE A2 Level,A Levels
10080514,X,Other,Technical Certificate Level 2
10080515,2,Certificate,Technical Certificate Level 2
10080516,1,Certificate,All other graded level 1 quals
10080518,2,Diploma,All other graded level 2 quals
10080519,2,Diploma,All other graded level 2 quals
10080520,E,Certificate,Entry Level 3
10080521,2,Certificate,All other graded level 2 quals
10080525,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080526,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080527,2,Certificate,All other graded level 2 quals
10080529,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080531,X,Non Council funded studies,Level 4 and above
10080535,3,GCE AS level,A Levels
10080557,3,GCE AS level,A Levels
10080560,X,Non Council funded studies,Unknown
10080561,2,Certificate,All other graded level 2 quals
10080568,X,Non Council funded studies,Unknown
10080570,X,Non Council funded studies,Unknown
10080572,X,Non Council funded studies,Unknown
10080573,X,Non Council funded studies,Unknown
10080578,2,Diploma,All other graded level 2 quals
10080579,3,Access to Higher Education Diploma (from 2007),Access to HE
10080581,2,Diploma,All other graded level 2 quals
10080582,1,Certificate,All other graded level 1 quals
10080584,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080585,3,Certificate,All other graded level 3 quals
10080586,3,Diploma,All other graded level 3 quals
10080591,3,Diploma,All other graded level 3 quals
10080592,2,Diploma,All other graded level 2 quals
10080594,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080595,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080598,3,GCE AS level,A Levels
10080602,E,Certificate,Entry Level 3
10080603,2,Certificate,All other graded level 2 quals
10080606,H,HND,Level 4 and above
10080610,X,Other,Entry Level 3
10080611,2,Diploma,YUP
10080612,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080613,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080627,3,GCE AS level,A Levels
10080632,3,Certificate,All other graded level 3 quals
10080646,2,Certificate,All other graded level 2 quals
10080658,2,Certificate,All other graded level 2 quals
10080659,2,Diploma,All other graded level 2 quals
10080667,3,Access to Higher Education Diploma (from 2007),Access to HE
10080670,1,Introductory Diploma,BTEC Intro Diploma & Cert
10080673,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080674,X,Other,Technical Certificate Level 2
10080675,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080679,3,GCE AS level,A Levels
10080680,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080682,2,Diploma,All other graded level 2 quals
10080684,H,HNC,Level 4 and above
10080686,2,Certificate,All other graded level 2 quals
10080690,3,Diploma,All other graded level 3 quals
10080691,3,Diploma,All other graded level 3 quals
10080695,3,Edexcel National Award,BTEC National Award
10080696,2,Certificate,All other graded level 2 quals
10080698,X,Non Council funded studies,Unknown
10080701,3,Access to Higher Education Diploma (from 2007),Access to HE
10080704,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080705,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080708,2,Certificate,All other graded level 2 quals
10080715,2,Diploma,All other graded level 2 quals
10080723,1,Diploma,All other graded level 1 quals
10080724,2,Diploma,All other graded level 2 quals
10080725,E,Certificate,Entry Level 3
10080726,3,GCE AS level,A Levels
10080728,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080736,2,Certificate,Technical Certificate Level 2
10080737,1,Certificate,All other graded level 1 quals
10080738,2,Diploma,Cache Level 1
10080741,E,Certificate,Entry Level 2
10080743,H,HNC,Level 4 and above
10080748,3,Diploma,All other graded level 3 quals
10080752,X,Non Council funded studies,Unknown
10080753,X,Non Council funded studies,Unknown
10080754,3,Certificate,All other graded level 3 quals
10080755,1,Diploma,All other graded level 1 quals
10080756,1,Diploma,All other graded level 1 quals
10080757,1,Diploma,All other graded level 1 quals
10080758,1,Diploma,All other graded level 1 quals
10080759,1,Diploma,All other graded level 1 quals
10080760,1,Diploma,All other graded level 1 quals
10080761,1,Diploma,All other graded level 1 quals
10080763,1,Diploma,All other graded level 1 quals
10080764,1,Diploma,All other graded level 1 quals
10080765,1,Diploma,All other graded level 1 quals
10080766,1,Diploma,All other graded level 1 quals
10080767,1,Diploma,All other graded level 1 quals
10080768,1,Diploma,All other graded level 1 quals
10080769,1,Diploma,All other graded level 1 quals
10080770,1,Diploma,All other graded level 1 quals
10080771,1,Diploma,All other graded level 1 quals
10080772,1,Diploma,All other graded level 1 quals
10080773,1,Diploma,All other graded level 1 quals
10080774,1,Diploma,All other graded level 1 quals
10080775,1,Diploma,All other graded level 1 quals
10080776,1,Diploma,All other graded level 1 quals
10080778,1,Diploma,All other graded level 1 quals
10080780,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080781,1,Diploma,All other graded level 1 quals
10080782,2,Diploma,All other graded level 2 quals
10080783,1,Diploma,All other graded level 1 quals
10080784,1,Diploma,All other graded level 1 quals
10080785,1,Diploma,All other graded level 1 quals
10080786,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10080787,1,Diploma,All other graded level 1 quals
10080788,2,Certificate,All other graded level 2 quals
10080789,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080792,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080795,E,Certificate,Entry Level 3
10080797,2,Certificate,All other graded level 2 quals
10080798,1,Certificate,All other graded level 1 quals
10080800,1,Diploma,All other graded level 1 quals
10080802,E,Certificate,Entry Level 2
10080841,3,GCE AS level,A Levels
10080845,X,Non Council funded studies,Unknown
10080848,2,Certificate,All other graded level 2 quals
10080854,2,Certificate,All other graded level 2 quals
10080857,2,Diploma,All other graded level 2 quals
10080860,X,Non Council funded studies,Unknown
10080861,1,Certificate,Cache Level 1
10080862,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080864,1,Certificate,All other graded level 1 quals
10080866,3,GCE AS level,A Levels
10080867,1,Other,All other graded level 1 quals
10080869,2,Diploma,YUP
10080872,1,Introductory Diploma,BTEC Intro Diploma & Cert
10080877,E,Certificate,Entry Level 2
10080878,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080879,1,Diploma,All other graded level 1 quals
10080882,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
10080883,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080884,E,Certificate,Entry Level 2
10080886,2,Diploma,All other graded level 2 quals
10080887,H,HNC,Level 4 and above
10080888,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080889,H,HNC,Level 4 and above
10080895,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080896,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080897,3,GCE AS level,A Levels
10080900,2,Certificate,All other graded level 2 quals
10080904,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10080905,1,Certificate,All other graded level 1 quals
10080906,E,Certificate,Entry Level 2
10080923,3,Diploma,All other graded level 3 quals
10080929,1,Certificate,All other graded level 1 quals
10080931,3,GCE AS level,A Levels
10080933,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080938,2,Diploma,YUP
10080939,H,HNC,Level 4 and above
10080946,3,Diploma,All other graded level 3 quals
10080947,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080951,3,Diploma,All other graded level 3 quals
10080953,3,GCE A2 Level,A Levels
10080956,2,Certificate,All other graded level 2 quals
10080957,2,Diploma,All other graded level 2 quals
10080958,X,Non Council funded studies,Level 4 and above
10080959,3,GCE AS level,A Levels
10080962,3,Diploma,All other graded level 3 quals
10080964,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080967,3,GCE AS level,A Levels
10080968,3,Diploma,CACHE Dip
10080969,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080971,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080973,1,Certificate,Cache Level 1
10080978,2,Certificate,All other graded level 2 quals
10080980,1,Diploma,All other graded level 1 quals
10080981,3,Certificate,All other graded level 3 quals
10080982,2,Certificate,All other graded level 2 quals
10080983,2,GCSE,GCSEs
10080985,2,Diploma,All other graded level 2 quals
10080986,2,Diploma,All other graded level 2 quals
10080987,3,Diploma,All other graded level 3 quals
10080988,3,Diploma,All other graded level 3 quals
10080990,E,Certificate,Entry Level 3
10080992,2,GCSE,GCSEs
10080996,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10080998,3,GCE AS level,A Levels
10081002,3,Diploma,All other graded level 3 quals
10081003,2,Diploma,All other graded level 2 quals
10081008,3,Certificate,YUP
10081010,3,Diploma,All other graded level 3 quals
10081011,3,Diploma,All other graded level 3 quals
10081012,3,Diploma,All other graded level 3 quals
10081013,3,Diploma,All other graded level 3 quals
10081015,3,Diploma,All other graded level 3 quals
10081017,3,Certificate,YUP
10081019,3,GCE AS level,A Levels
10081020,3,Diploma,All other graded level 3 quals
10081021,1,Diploma,All other graded level 1 quals
10081023,2,Certificate,All other graded level 2 quals
10081024,3,Diploma,All other graded level 3 quals
10081026,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081027,3,Diploma,All other graded level 3 quals
10081028,E,Certificate,Entry Level 2
10081029,3,Diploma,All other graded level 3 quals
10081030,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081034,3,Diploma,All other graded level 3 quals
10081035,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081036,3,Diploma,All other graded level 3 quals
10081037,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081040,2,Certificate,All other graded level 2 quals
10081042,2,Certificate,All other graded level 2 quals
10081045,3,Diploma,All other graded level 3 quals
10081046,3,Access to Higher Education Diploma (from 2007),Access to HE
10081047,3,GCE AS level,A Levels
10081052,3,GCE AS level,A Levels
10081053,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081054,3,GCE AS level,A Levels
10081056,2,Certificate,All other graded level 2 quals
10081058,3,GCE AS level,A Levels
10081059,3,GCE AS level,A Levels
10081060,3,GCE AS level,A Levels
10081061,3,GCE AS level,A Levels
10081063,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081065,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081066,3,GCE AS level,A Levels
10081067,3,GCE AS level,A Levels
10081069,3,GCE AS level,A Levels
10081070,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081072,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081073,2,Diploma,All other graded level 2 quals
10081074,3,NVQ,Technical Certificate Level 3
10081075,2,Certificate,All other graded level 2 quals
10081078,2,Certificate,All other graded level 2 quals
10081079,2,Diploma,All other graded level 2 quals
10081082,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081083,2,Certificate,All other graded level 2 quals
10081085,2,Diploma,All other graded level 2 quals
10081086,2,Diploma,All other graded level 2 quals
10081088,3,GCE AS level,A Levels
10081089,3,GCE AS level,A Levels
10081090,3,GCE AS level,A Levels
10081093,1,Diploma,All other graded level 1 quals
10081094,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081096,3,Certificate,YUP
10081097,3,GCE A2 Level,A Levels
10081099,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081100,1,Diploma,All other graded level 1 quals
10081119,3,Diploma,YUP
10081121,3,Certificate,YUP
10081122,3,Certificate,YUP
10081123,3,Access to Higher Education Diploma (from 2007),Access to HE
10081124,3,GCE AS level,A Levels
10081125,3,GCE AS level,A Levels
10081126,3,Certificate,YUP
10081127,X,Non Council funded studies,Level 4 and above
10081128,1,Diploma,All other graded level 1 quals
10081129,2,Certificate,All other graded level 2 quals
10081132,3,Access to Higher Education Diploma (from 2007),Access to HE
10081135,4,HNC,Level 4 and above
10081137,E,Certificate,Entry Level 3
10081138,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081139,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081142,3,Diploma,All other graded level 3 quals
10081145,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081147,E,Certificate,Entry Level 2
10081148,2,Certificate,All other graded level 2 quals
10081151,2,Award,All other graded level 2 quals
10081153,2,Award,All other graded level 2 quals
10081155,2,Award,All other graded level 2 quals
10081156,2,Award,All other graded level 2 quals
10081157,2,Award,All other graded level 2 quals
10081158,2,Award,All other graded level 2 quals
10081159,2,Award,All other graded level 2 quals
10081160,2,Diploma,All other graded level 2 quals
10081162,1,Certificate,All other graded level 1 quals
10081163,2,Award,All other graded level 2 quals
10081164,E,Certificate,Entry Level 3
10081166,2,Diploma,All other graded level 2 quals
10081167,X,Non Council funded studies,Level 4 and above
10081168,E,Certificate,Entry Level 3
10081169,2,Diploma,All other graded level 2 quals
10081170,2,Diploma,All other graded level 2 quals
10081171,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081173,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081174,E,Certificate,Entry Level 3
10081175,E,Certificate,Entry Level 3
10081176,E,Certificate,Entry Level 3
10081178,2,Diploma,All other graded level 2 quals
10081179,E,Certificate,Entry Level 3
10081180,1,Diploma,All other graded level 1 quals
10081181,1,Diploma,All other graded level 1 quals
10081182,1,Diploma,All other graded level 1 quals
10081183,3,GCE AS level,A Levels
10081184,1,Diploma,All other graded level 1 quals
10081185,E,Certificate,Entry Level 3
10081186,1,Certificate,All other graded level 1 quals
10081187,1,Diploma,All other graded level 1 quals
10081188,1,Certificate,All other graded level 1 quals
10081189,1,Certificate,All other graded level 1 quals
10081190,1,Certificate,All other graded level 1 quals
10081191,1,Diploma,All other graded level 1 quals
10081193,1,Certificate,All other graded level 1 quals
10081194,1,Certificate,All other graded level 1 quals
10081202,3,Access to Higher Education Diploma (from 2007),Access to HE
10081224,X,Non Council funded studies,Level 4 and above
10081225,2,Diploma,All other graded level 2 quals
10081226,2,Diploma,All other graded level 2 quals
10081229,3,Diploma,All other graded level 3 quals
10081232,2,Diploma,All other graded level 2 quals
10081234,2,Certificate,All other graded level 2 quals
10081237,X,Other,Entry Level 3
10081240,X,Non Council funded studies,Unknown
10081242,3,Certificate,YUP
10081248,3,Access to Higher Education Diploma (from 2007),Access to HE
10081249,X,Non Council funded studies,Unknown
10081250,E,Certificate,Entry Level 3
10081252,3,GCE AS level,A Levels
10081253,2,Certificate,All other graded level 2 quals
10081254,2,Diploma,All other graded level 2 quals
10081255,2,Certificate,All other graded level 2 quals
10081256,2,Diploma,All other graded level 2 quals
10081257,2,Diploma,All other graded level 2 quals
10081258,2,Diploma,All other graded level 2 quals
10081259,2,Certificate,All other graded level 2 quals
10081260,2,Diploma,All other graded level 2 quals
10081261,2,Diploma,All other graded level 2 quals
10081262,2,Diploma,All other graded level 2 quals
10081263,X,Non Council funded studies,Unknown
10081264,X,Non Council funded studies,Unknown
10081265,X,Non Council funded studies,Level 4 and above
10081267,3,Access to Higher Education Diploma (from 2007),Access to HE
10081268,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081269,3,Diploma,All other graded level 3 quals
10081270,2,Diploma,All other graded level 2 quals
10081271,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081274,2,Diploma,All other graded level 2 quals
10081275,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081276,2,Certificate,All other graded level 2 quals
10081278,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081279,4,HNC,Level 4 and above
10081280,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081284,3,GCE AS level,A Levels
10081286,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081287,2,Diploma,All other graded level 2 quals
10081288,2,Certificate,All other graded level 2 quals
10081290,1,Diploma,All other graded level 1 quals
10081291,3,Diploma,All other graded level 3 quals
10081292,3,GCE AS level,A Levels
10081293,3,Diploma,All other graded level 3 quals
10081294,3,Diploma,All other graded level 3 quals
10081295,3,Diploma,All other graded level 3 quals
10081296,2,Diploma,All other graded level 2 quals
10081297,3,Diploma,All other graded level 3 quals
10081298,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081299,E,Certificate,Entry Level 3
10081300,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081301,3,Diploma,All other graded level 3 quals
10081302,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081303,3,Diploma,All other graded level 3 quals
10081304,2,Certificate,All other graded level 2 quals
10081305,1,Diploma,All other graded level 1 quals
10081306,3,Access to Higher Education Diploma (from 2007),Access to HE
10081308,1,Diploma,All other graded level 1 quals
10081309,1,Diploma,All other graded level 1 quals
10081310,2,Certificate,All other graded level 2 quals
10081311,2,Diploma,All other graded level 2 quals
10081312,3,Diploma,All other graded level 3 quals
10081314,3,Diploma,All other graded level 3 quals
10081315,2,Diploma,All other graded level 2 quals
10081316,3,Diploma,All other graded level 3 quals
10081317,3,Diploma,All other graded level 3 quals
10081318,X,Other,Entry Level 3
10081319,3,Diploma,All other graded level 3 quals
10081320,2,Diploma,All other graded level 2 quals
10081321,3,GCE AS level,A Levels
10081322,3,Diploma,All other graded level 3 quals
10081323,1,Diploma,All other graded level 1 quals
10081324,2,Diploma,All other graded level 2 quals
10081325,1,Diploma,All other graded level 1 quals
10081326,2,Diploma,All other graded level 2 quals
10081327,3,GCE AS level,A Levels
10081328,3,GCE AS level,A Levels
10081329,2,Diploma,All other graded level 2 quals
10081330,1,Other,All other graded level 1 quals
10081331,1,Other,All other graded level 1 quals
10081332,2,Diploma,All other graded level 2 quals
10081333,3,Certificate,YUP
10081334,3,Access to Higher Education Diploma (from 2007),Access to HE
10081335,3,Access to Higher Education Diploma (from 2007),Access to HE
10081336,1,Other,All other graded level 1 quals
10081337,3,Certificate,YUP
10081338,1,Other,All other graded level 1 quals
10081339,3,GCE AS level,A Levels
10081340,1,Other,All other graded level 1 quals
10081341,2,GCSE,GCSEs
10081342,2,Certificate,All other graded level 2 quals
10081343,1,Other,All other graded level 1 quals
10081344,2,GCSE,GCSEs
10081345,2,GCSE,GCSEs
10081346,2,GCSE,GCSEs
10081347,H,HND,Level 4 and above
10081349,1,Other,All other graded level 1 quals
10081350,1,Other,All other graded level 1 quals
10081351,1,Other,All other graded level 1 quals
10081352,1,Other,All other graded level 1 quals
10081353,1,Other,All other graded level 1 quals
10081355,3,Access to Higher Education Diploma (from 2007),Access to HE
10081356,1,Certificate,All other graded level 1 quals
